question,options,correct_letter,original_letter,original_correct,word_perturbed_question,word_letter,word_perturbed_correct,char_perturbed_question,char_letter,char_perturbed_correct,clare_perturbed_question,clare_letter,clare_perturbed_correct,perturbation_pct
"A girl comes with symptoms of involuntary movements. Sydenham's chorea and acute rheumatic fever is suspected. Other major criteria of rheumatic fever (ahritis, skin rashes, subcutaneous nodules and carditis) were absent. No evidence of sore throat. Best investigation to prove rheumatic etiology is:","['Antistreptolysin S', 'Antistreptolysin O', 'Throat culture', 'PCR for M protein']",B,D,0,"a fille hail with symptom of unvoluntary campaign. Sydenham's chorea and discriminating rheumatoid pyrexia is distrust. other Major measure of creaky febrility (ahritis, sputter blizzard, hypodermic nodule and carditis) were missing. no show of painful pharynx. unspoiled investigating to show rheumy aetiology is:",D,0,"A irl comes with symptos of inRoluntary mvements. Sydenhams' hcorea and acute rhTumatic kever is suspeted. yther majjor iriteria of reumatic never (ahrbtis, skan rasYes, sucbutaneous uodules and carditi) were absennt. oN eevidence of soroe thWoat. Besot nivestigation to prve rheumatoic etioloPgy is:",A,0,"A girl comes with symptoms of rapid movements. Sydenham's chorea and acute rheumatic fever is suspected. Other major criteria of rheumatic fever (ahritis, skin rashes, subcutaneous hypertension and carditis) were absent. No evidence of sore throat. Best investigation to prove rheumatic etiology true is:",D,0,70
Concentration of adrenaline in local anaesthetic solution for achieving haemostasis & vasoconstriction at surgical site?,"['1:20000', '1:50000', '1:80000', '1:100000']",B,A,0,concentration of epinephrin in local anesthetic root for attain haemostasia & vasoconstriction at operative website?,A,0,Conentration of adrenalie in locaml anaesthetic solutoin for ahieving haemosasis & vasoconstrmiction at surgiWal iste?,A,0,Concentration of adrenaline in local anaesthetic anesthesia solution for achieving haemostasis & vasoconstriction at surgical site?,A,0,70
Following are the essential amino acids:,"['Phenylalanine, Tryptophan, Lysine', 'Phenylalanine, Asparagine, Methionine', 'Phenylalanine, Valine, Glycine', 'Histidine, Glutamine, Valine']",A,A,1,be are the necessity aminic acid:,A,1,Folloing are the esesntial Fmino Xacids:,A,1,Following instructions are the essential amino acids:,A,1,70
A patient of septic shock was given intravenous norepinephrine. The response to this drug is best checked by:,"['Increase in hea rate', 'Decrease in hea rate', 'Increase in mean aerial pressure', 'Decreased renal perfusion and reduced urine output']",C,C,1,axerophthol patient of infected appal was pay endovenous noradrenaline. The reaction to this dose is serious ensure by:,D,0,A patipent of sptic shokc was givne intarvenous norepinedhrine. TBe reponse to this dgug is Obest checkeH by:,C,1,A patient of pulmonary septic shock was given intravenous norepinephrine. The response to this drug is best checked by:,C,1,70
Which of the following is not used as an antiflux?,"['Graphite', 'Boric acid', 'Iron oxide', 'Calcium carbonate with alcohol']",B,D,0,Which of the be is not practice as an antiflux?,D,0,Whihc of the follwoing is not usde as an anutiflux?,D,0,Which of the following is not meant as an antiflux?,D,0,70
Millennium development goal was adopted in which year?,"['1977', '2000', '1984', '2004']",B,B,1,millenary ontogenesis finish was follow in which class?,B,1,Mlilennium evelopment gonl was adopled in which syear?,C,0,Millennium development guide adopted in which year?,B,1,70
Splinting of cervical root fracture is done for,"['40 days', '4 months', '4 weeks', '14 days']",B,D,0,splint of cervical rootage break is cause for,C,0,Splintin of cerviacl rooB farcture is donne for,D,0,Splinting of cervical root fracture is designed for,D,0,70
"The drug for choice for treatment of infection
involving	non-penicillinase	producing
staphylococcus is:","['Ampicillin', 'Erythromycin', 'Penicillin G', 'Methicillin sodium']",C,C,1,"The dose for quality for discussion of transmission
take	non-penicillinase	create
staphylococci is:",D,0,"Th Adrug for chaoice for tYeatment of infectino
onvolving	non-enicillinase	prdoucing
staphylocZoccus is:",B,0,"The drug for rapid choice for treatment of infection
involving	non-penicillinase	producing
staphylococcus is:",A,0,70
what does not occur in 5'- 3'direction?,"['DNA repair', 'DNA replication', 'RNA editing', 'Transcription']",C,C,1,what does not pass in 5'- 3'direction?,C,1,what does not occuVr in 5'X- 3'djirection?,C,1,what does compute in 5'- 3'direction?,D,0,70
"A 60-year old male presents with painful, 141 oupet. vesicles over erythematous plaques in T3 dermatome region of trunk. Which of the following would be the most likely causative organism?","['Varicella zoster', 'Herpes simplex', 'Pox virus', 'Papilloma virus']",A,A,1,"a 60-year one-time manlike pose with atrocious, 141 oupet. vesicle over erythematous brass in T3 dermatome realm of torso. Which of the followers would be the most probable causative being?",A,1,"A 60qyear odl mlae uresents with painfuol, 14 oupte. vesicels over erythematots plaquep in xT3 edrmatome regoin of trun. WhicU of the folowing woulWd be the most likley causativX organiCsm?",A,1,"A 60-year old male presents with painful, 141 oupet. vesicles over erythematous plaques in T3 pigment region of trunk. Which of the following would be the most highly likely causative organism?",A,1,70
"Child is Evasive and dawdling, what could be the child's mother behavior:","['Overprotective mother.', 'Authoritarian mother.', 'Rejecting mother.', 'Underaffectionate mother.']",B,A,0,"baby is evasive and dally, what could be the child's father conduct:",D,0,"Cfild is Evsive and dawdlYing, what colud be the hcild's mothr behravior:",A,0,"Child is shouting and dawdling, what could be the child's mother behavior:",B,1,70
Which of the following is the least useful for diagnosis of Spondylolisthesis?,"['CT', 'MR', 'X-ray lumbar spine- AP view', 'X-ray lumbar spine- Lateral view']",C,C,1,Which of the espouse is the least utilitarian for diagnosing of spondylolisthesis?,C,1,Wxich of the followng is the leaHt useVful for diazgnosis of Spondlyolisthesis?,D,0,Which of the following is the least useful for diagnosis of alcoholism?,D,0,70
Common sign of occlusal trauma (TFO) is,"['Tooth mobility', 'Fractures of cusps', 'Resorption of alveolar ridge', 'Widening of P.D ligament']",A,A,1,plebeian contract of occlusal harm (TFO) is,A,1,Commno sign of occlNsal ntrauma (gFO) is,B,0,Common sign of occlusal trauma (TFO) symptoms is,A,1,70
"According to the WHO definition of hearing loss, what is the value to classify as profound hearing loss?","['61-71 dB', '>81 dB', '>91 dB', '>101 dB']",B,B,1,"accord to the WHO definition of earreach exit, what is the rate to separate as sound earreach red?",C,0,"Accxrding to the WOO dfefinition of heaZing los, what is the vaVue to classiey as prhofound hearino losls?",B,1,"According to the WHO definition of hearing loss, what is the value to legally classify as profound hearing loss?",B,1,70
Annealing is also known as:,"['Soft hardening treatment', 'Hard hardening treatment', 'Precipitating heat treatment', 'Stress relieving heat treatment']",A,D,0,tempering is likewise jazz as:,A,1,AnnealinX is alJo kHown as:,D,0,Annealing is also known scientifically as:,D,0,70
Indirect retainers are situated:,"['As far anteriorly from the fulcrum line', 'As close to the fulcrum line', 'At the canine region', 'At the mesial marginal ridge of the premolars in the class I case']",A,A,1,indirect retainers are situate:,A,1,IndirXct retainers are sitauted:,A,1,Indirect deposits are situated:,A,1,70
Under National Health Mission which committee makes plan for village health?,"['Panchayat health committee (PHC)', 'Village health planning and management committee (VHPMC)', 'Village health sanitation and nutrition committee (VHSNC)', 'RogiKalyan Samiti']",C,C,1,below subject Health delegation which committee defecate project for hamlet wellness?,C,1,NUnder National HLealth Mission which commtitee mBakes pan for villagt heelth?,C,1,Under National Health Mission which committee announces plan for village health?,C,1,70
Eutectic mixture of 2.5% lignocaine and 2.5% prilocaine is used for,"['Gow gates technique for mandibular nerve block', 'Gasserion ganglion block', 'Intraputpal anesthesia', 'For anesthetizing intact mucosa']",D,D,1,eutectic mix of deuce.fivesome% lignocaine and deuce.quintuplet% prilocaine is secondhand for,D,1,EutectiOc mrixture of 2.5% lvignocaine and 2.5% zrilocaine is use for,D,1,Eutectic mixture of 2.5% lignocaine and 2.5% magnesium prilocaine is used for,D,1,70
"In a group of 100 people, the average GFR is 85 ml/ min with a standard detion of 25. What is the range for 90% confidence interval?","['81-89', '80-90', '75-95', '70-100']",A,C,0,"Indiana a grouping of c citizenry, the modal GFR is lxxxv cc/ Fukkianese with a banner detion of XXV. What is the order for XC% self-confidence separation?",A,1,"nI a gropu of 00 peopAle, the averag GFNR is 58 Zl/ mRn with a stUandard Fdetion of K5. Wthat is the Urange for 9t0% coQfidence interva?",C,0,"In a group of 100 people, the average GFR is 85 ml/ min with a standard detion of 25. What is the range or for 90% confidence interval?",C,0,70
Embrasure characterized by a slight to moderate recession of interdental papilla are:,"['Type I', 'Type II', 'Type III', 'Type IV']",B,B,1,port characterize by a rebuff to temperate corner of interdental papilla are:,B,1,EmbraPsure characterizmd by a slighLt to moderte recessio of interdecntal paJpilla are:,A,0,Embrasure characterized negatively by a slight to moderate recession of interdental papilla are:,B,1,70
Scaphoid fracture at waist with retrograde blood supply. Which segment is most susceptible to avascular necrosis?,"['Proximal', 'Distal', 'Middle', 'Scaphoid tubercle']",A,A,1,scaphoid break at shank with retral roue issue. Which section is most susceptible to avascular mortification?,A,1,cSaphoid frcture at wais with retrobgrade blooXd supzly. Whcih sgement is most sudceptible to avascDular necrsois?,A,1,Scaphoid fracture at waist with retrograde blood supply. Which arm is most susceptible to avascular necrosis?,A,1,70
An elderly male presents with T3NO laryngeal carcinoma. What would be the management?,"['Neoadjuvant chemotherapy followed by radiotherapy', 'Concurrent chemoradiotherapy', 'Radical radiotherapy followed by chemotherapy', 'Radical radiotherapy without chemotherapy']",B,B,1,AN senior manful demonstrate with T3NO laryngeal carcinoma. What would be the direction?,B,1,AP eloderly ale precents with T3NO laQryngeal carcinomJ. Whta woVld be the mManagement?,B,1,An elderly male person with T3NO laryngeal carcinoma. What would be the management?,B,1,70
Which of the following is ture about afferent nerve fibers of pulp,"['Parasympathetic post ganglionic', 'Sympathetic post ganglionic', 'Parasympathetic pre ganglionic', 'Sympathetic preganglionic']",B,D,0,Which of the watch is ture about afferent brass character of mush,D,0,Wkich of the foelowing is Mture about afefrent tnerve fiebrs of ulp,D,0,Which of the following is ture about afferent nerve fibers consisting of pulp,D,0,70
"If multiple myeloma is suspected in a patient's history and intraoral radiograph, which of the following radiographs should be taken to confirm the diagnosis?","['Lateral skull', 'Anterior posterior view', 'Lateral oblique', 'Posterior anterior view']",A,A,1,"If multiple myeloma is suspect in a patient's account and intraoral skiagram, which of the surveil radiogram should be acquire to corroborate the diagnosing?",A,1,"f multpile myelomR is susepcted in a atient's hiZstory and nitraoral radoigraph, which of the followilng radiogrpahs should be takeen to confir the diagnoiss?",A,1,"If multiple myeloma is suspected in a patient's history and intraoral radiograph, which of the following nine radiographs should be taken to confirm the diagnosis?",A,1,70
The function of posterior palatal seal is:,"['To aid in balanced occlusion', 'To aid in insertion and removal of complete denture', 'To ensure a complete seal thus helping in retention of a denture', 'Retention of mandibular denture by sealing its posterior margin.']",C,D,0,The map of butt palatine SEAL is:,C,1,The functiln of Zosterior plaatal dseal is:,B,0,The function of that palatal seal is:,C,1,70
Fibers reaching directly to Purkinje cell of cerebellum arise from which of the following:,"['Vestibular nucleus', 'Inferior olivary nucleus', 'Raphe nucleus', 'Locus ceruleus']",B,B,1,character strain forthwith to Purkinje cadre of cerebellum develop from which of the comply:,B,1,wibers reacWing irectly to PurkMnje celh of Mcerebellum raise from which of the folQlowing:,B,1,Fibers reaching directly to Purkinje cell of cell arise from which of the following:,B,1,70
Which of the following is the most common symptom of aooiliac occlusive disease?,"['Calf claudication', 'Gluteal claudication', 'Impotence', 'Symptomless']",B,A,0,Which of the postdate is the most plebeian symptom of aooiliac plosive disease?,A,0,WKich of the followig is the most comon Wymptom of aooiiac ocDclusive dAsease?,A,0,Which of the candidates is the most common symptom of aooiliac occlusive disease?,A,0,70
